emoji,description,version,keywords,category,group,subgroup,parent,components
👩🏼‍🌾,"woman farmer: medium-light skin tone",4.0,farmer|gardener|medium-light skin tone|rancher|woman,person-people,people-body,person-role,👩‍🌾,🏼
👩🏽‍🌾,"woman farmer: medium skin tone",4.0,farmer|gardener|medium skin tone|rancher|woman,person-people,people-body,person-role,👩‍🌾,🏽
👩🏾‍🌾,"woman farmer: medium-dark skin tone",4.0,farmer|gardener|medium-dark skin tone|rancher|woman,person-people,people-body,person-role,👩‍🌾,🏾
👩🏿‍🌾,"woman farmer: dark skin tone",4.0,dark skin tone|farmer|gardener|rancher|woman,person-people,people-body,person-role,👩‍🌾,🏿
🧑‍🍳,"cook",12.1,chef|cook,person-people,people-body,person-role,,
🧑🏻‍🍳,"cook: light skin tone",12.1,chef|cook|light skin tone,person-people,people-body,person-role,🧑‍🍳,🏻
🧑🏼‍🍳,"cook: medium-light skin tone",12.1,chef|cook|medium-light skin tone,person-people,people-body,person-role,🧑‍🍳,🏼
🧑🏽‍🍳,"cook: medium skin tone",12.1,chef|cook|medium skin tone,person-people,people-body,person-role,🧑‍🍳,🏽
🧑🏾‍🍳,"cook: medium-dark skin tone",12.1,chef|cook|medium-dark skin tone,person-people,people-body,person-role,🧑‍🍳,🏾
🧑🏿‍🍳,"cook: dark skin tone",12.1,chef|cook|dark skin tone,person-people,people-body,person-role,🧑‍🍳,🏿
👨‍🍳,"man cook",4.0,chef|cook|man,person-people,people-body,person-role,,
👨🏻‍🍳,"man cook: light skin tone",4.0,chef|cook|light skin tone|man,person-people,people-body,person-role,👨‍🍳,🏻
👨🏼‍🍳,"man cook: medium-light skin tone",4.0,chef|cook|man|medium-light skin tone,person-people,people-body,person-role,👨‍🍳,🏼
👨🏽‍🍳,"man cook: medium skin tone",4.0,chef|cook|man|medium skin tone,person-people,people-body,person-role,👨‍🍳,🏽
👨🏾‍🍳,"man cook: medium-dark skin tone",4.0,chef|cook|man|medium-dark skin tone,person-people,people-body,person-role,👨‍🍳,🏾
👨🏿‍🍳,"man cook: dark skin tone",4.0,chef|cook|dark skin tone|man,person-people,people-body,person-role,👨‍🍳,🏿
👩‍🍳,"woman cook",4.0,chef|cook|woman,person-people,people-body,person-role,,
👩🏻‍🍳,"woman cook: light skin tone",4.0,chef|cook|light skin tone|woman,person-people,people-body,person-role,👩‍🍳,🏻
👩🏼‍🍳,"woman cook: medium-light skin tone",4.0,chef|cook|medium-light skin tone|woman,person-people,people-body,person-role,👩‍🍳,🏼
👩🏽‍🍳,"woman cook: medium skin tone",4.0,chef|cook|medium skin tone|woman,person-people,people-body,person-role,👩‍🍳,🏽
👩🏾‍🍳,"woman cook: medium-dark skin tone",4.0,chef|cook|medium-dark skin tone|woman,person-people,people-body,person-role,👩‍🍳,🏾
👩🏿‍🍳,"woman cook: dark skin tone",4.0,chef|cook|dark skin tone|woman,person-people,people-body,person-role,👩‍🍳,🏿
🧑‍🔧,"mechanic",12.1,electrician|mechanic|plumber|tradesperson,person-people,people-body,person-role,,
🧑🏻‍🔧,"mechanic: light skin tone",12.1,electrician|light skin tone|mechanic|plumber|tradesperson,person-people,people-body,person-role,🧑‍🔧,🏻
🧑🏼‍🔧,"mechanic: medium-light skin tone",12.1,electrician|mechanic|medium-light skin tone|plumber|tradesperson,person-people,people-body,person-role,🧑‍🔧,🏼
🧑🏽‍🔧,"mechanic: medium skin tone",12.1,electrician|mechanic|medium skin tone|plumber|tradesperson,person-people,people-body,person-role,🧑‍🔧,🏽
🧑🏾‍🔧,"mechanic: medium-dark skin tone",12.1,electrician|mechanic|medium-dark skin tone|plumber|tradesperson,person-people,people-body,person-role,🧑‍🔧,🏾
🧑🏿‍🔧,"mechanic: dark skin tone",12.1,dark skin tone|electrician|mechanic|plumber|tradesperson,person-people,people-body,person-role,🧑‍🔧,🏿
👨‍🔧,"man mechanic",4.0,electrician|man|mechanic|plumber|tradesperson,person-people,people-body,person-role,,
👨🏻‍🔧,"man mechanic: light skin tone",4.0,electrician|light skin tone|man|mechanic|plumber|tradesperson,person-people,people-body,person-role,👨‍🔧,🏻
👨🏼‍🔧,"man mechanic: medium-light skin tone",4.0,electrician|man|mechanic|medium-light skin tone|plumber|tradesperson,person-people,people-body,person-role,👨‍🔧,🏼
👨🏽‍🔧,"man mechanic: medium skin tone",4.0,electrician|man|mechanic|medium skin tone|plumber|tradesperson,person-people,people-body,person-role,👨‍🔧,🏽
👨🏾‍🔧,"man mechanic: medium-dark skin tone",4.0,electrician|man|mechanic|medium-dark skin tone|plumber|tradesperson,person-people,people-body,person-role,👨‍🔧,🏾
👨🏿‍🔧,"man mechanic: dark skin tone",4.0,dark skin tone|electrician|man|mechanic|plumber|tradesperson,person-people,people-body,person-role,👨‍🔧,🏿
👩‍🔧,"woman mechanic",4.0,electrician|mechanic|plumber|tradesperson|woman,person-people,people-body,person-role,,
👩🏻‍🔧,"woman mechanic: light skin tone",4.0,electrician|light skin tone|mechanic|plumber|tradesperson|woman,person-people,people-body,person-role,👩‍🔧,🏻
👩🏼‍🔧,"woman mechanic: medium-light skin tone",4.0,electrician|mechanic|medium-light skin tone|plumber|tradesperson|woman,person-people,people-body,person-role,👩‍🔧,🏼
👩🏽‍🔧,"woman mechanic: medium skin tone",4.0,electrician|mechanic|medium skin tone|plumber|tradesperson|woman,person-people,people-body,person-role,👩‍🔧,🏽
👩🏾‍🔧,"woman mechanic: medium-dark skin tone",4.0,electrician|mechanic|medium-dark skin tone|plumber|tradesperson|woman,person-people,people-body,person-role,👩‍🔧,🏾
👩🏿‍🔧,"woman mechanic: dark skin tone",4.0,dark skin tone|electrician|mechanic|plumber|tradesperson|woman,person-people,people-body,person-role,👩‍🔧,🏿
🧑‍🏭,"factory worker",12.1,assembly|factory|industrial|worker,person-people,people-body,person-role,,
🧑🏻‍🏭,"factory worker: light skin tone",12.1,assembly|factory|industrial|light skin tone|worker,person-people,people-body,person-role,🧑‍🏭,🏻
🧑🏼‍🏭,"factory worker: medium-light skin tone",12.1,assembly|factory|industrial|medium-light skin tone|worker,person-people,people-body,person-role,🧑‍🏭,🏼
🧑🏽‍🏭,"factory worker: medium skin tone",12.1,assembly|factory|industrial|medium skin tone|worker,person-people,people-body,person-role,🧑‍🏭,🏽
🧑🏾‍🏭,"factory worker: medium-dark skin tone",12.1,assembly|factory|industrial|medium-dark skin tone|worker,person-people,people-body,person-role,🧑‍🏭,🏾
🧑🏿‍🏭,"factory worker: dark skin tone",12.1,assembly|dark skin tone|factory|industrial|worker,person-people,people-body,person-role,🧑‍🏭,🏿
👨‍🏭,"man factory worker",4.0,assembly|factory|industrial|man|worker,person-people,people-body,person-role,,
👨🏻‍🏭,"man factory worker: light skin tone",4.0,assembly|factory|industrial|light skin tone|man|worker,person-people,people-body,person-role,👨‍🏭,🏻
👨🏼‍🏭,"man factory worker: medium-light skin tone",4.0,assembly|factory|industrial|man|medium-light skin tone|worker,person-people,people-body,person-role,👨‍🏭,🏼
👨🏽‍🏭,"man factory worker: medium skin tone",4.0,assembly|factory|industrial|man|medium skin tone|worker,person-people,people-body,person-role,👨‍🏭,🏽
👨🏾‍🏭,"man factory worker: medium-dark skin tone",4.0,assembly|factory|industrial|man|medium-dark skin tone|worker,person-people,people-body,person-role,👨‍🏭,🏾
👨🏿‍🏭,"man factory worker: dark skin tone",4.0,assembly|dark skin tone|factory|industrial|man|worker,person-people,people-body,person-role,👨‍🏭,🏿
👩‍🏭,"woman factory worker",4.0,assembly|factory|industrial|woman|worker,person-people,people-body,person-role,,
👩🏻‍🏭,"woman factory worker: light skin tone",4.0,assembly|factory|industrial|light skin tone|woman|worker,person-people,people-body,person-role,👩‍🏭,🏻
👩🏼‍🏭,"woman factory worker: medium-light skin tone",4.0,assembly|factory|industrial|medium-light skin tone|woman|worker,person-people,people-body,person-role,👩‍🏭,🏼
👩🏽‍🏭,"woman factory worker: medium skin tone",4.0,assembly|factory|industrial|medium skin tone|woman|worker,person-people,people-body,person-role,👩‍🏭,🏽
👩🏾‍🏭,"woman factory worker: medium-dark skin tone",4.0,assembly|factory|industrial|medium-dark skin tone|woman|worker,person-people,people-body,person-role,👩‍🏭,🏾
👩🏿‍🏭,"woman factory worker: dark skin tone",4.0,assembly|dark skin tone|factory|industrial|woman|worker,person-people,people-body,person-role,👩‍🏭,🏿
🧑‍💼,"office worker",12.1,architect|business|manager|office|white-collar|worker,person-people,people-body,person-role,,
🧑🏻‍💼,"office worker: light skin tone",12.1,architect|business|light skin tone|manager|office|white-collar|worker,person-people,people-body,person-role,🧑‍💼,🏻
🧑🏼‍💼,"office worker: medium-light skin tone",12.1,architect|business|manager|medium-light skin tone|office|white-collar|worker,person-people,people-body,person-role,🧑‍💼,🏼
🧑🏽‍💼,"office worker: medium skin tone",12.1,architect|business|manager|medium skin tone|office|white-collar|worker,person-people,people-body,person-role,🧑‍💼,🏽
🧑🏾‍💼,"office worker: medium-dark skin tone",12.1,architect|business|manager|medium-dark skin tone|office|white-collar|worker,person-people,people-body,person-role,🧑‍💼,🏾
🧑🏿‍💼,"office worker: dark skin tone",12.1,architect|business|dark skin tone|manager|office|white-collar|worker,person-people,people-body,person-role,🧑‍💼,🏿
👨‍💼,"man office worker",4.0,architect|business|man|manager|office|white-collar|worker,person-people,people-body,person-role,,
👨🏻‍💼,"man office worker: light skin tone",4.0,architect|business|light skin tone|man|manager|office|white-collar|worker,person-people,people-body,person-role,👨‍💼,🏻
👨🏼‍💼,"man office worker: medium-light skin tone",4.0,architect|business|man|manager|medium-light skin tone|office|white-collar|worker,person-people,people-body,person-role,👨‍💼,🏼
👨🏽‍💼,"man office worker: medium skin tone",4.0,architect|business|man|manager|medium skin tone|office|white-collar|worker,person-people,people-body,person-role,👨‍💼,🏽
👨🏾‍💼,"man office worker: medium-dark skin tone",4.0,architect|business|man|manager|medium-dark skin tone|office|white-collar|worker,person-people,people-body,person-role,👨‍💼,🏾
👨🏿‍💼,"man office worker: dark skin tone",4.0,architect|business|dark skin tone|man|manager|office|white-collar|worker,person-people,people-body,person-role,👨‍💼,🏿
👩‍💼,"woman office worker",4.0,architect|business|manager|office|white-collar|woman|worker,person-people,people-body,person-role,,
👩🏻‍💼,"woman office worker: light skin tone",4.0,architect|business|light skin tone|manager|office|white-collar|woman|worker,person-people,people-body,person-role,👩‍💼,🏻
👩🏼‍💼,"woman office worker: medium-light skin tone",4.0,architect|business|manager|medium-light skin tone|office|white-collar|woman|worker,person-people,people-body,person-role,👩‍💼,🏼
👩🏽‍💼,"woman office worker: medium skin tone",4.0,architect|business|manager|medium skin tone|office|white-collar|woman|worker,person-people,people-body,person-role,👩‍💼,🏽
👩🏾‍💼,"woman office worker: medium-dark skin tone",4.0,architect|business|manager|medium-dark skin tone|office|white-collar|woman|worker,person-people,people-body,person-role,👩‍💼,🏾
👩🏿‍💼,"woman office worker: dark skin tone",4.0,architect|business|dark skin tone|manager|office|white-collar|woman|worker,person-people,people-body,person-role,👩‍💼,🏿
🧑‍🔬,"scientist",12.1,biologist|chemist|engineer|mathematician|physicist|scientist,person-people,people-body,person-role,,
🧑🏻‍🔬,"scientist: light skin tone",12.1,biologist|chemist|engineer|light skin tone|mathematician|physicist|scientist,person-people,people-body,person-role,🧑‍🔬,🏻
🧑🏼‍🔬,"scientist: medium-light skin tone",12.1,biologist|chemist|engineer|mathematician|medium-light skin tone|physicist|scientist,person-people,people-body,person-role,🧑‍🔬,🏼
🧑🏽‍🔬,"scientist: medium skin tone",12.1,biologist|chemist|engineer|mathematician|medium skin tone|physicist|scientist,person-people,people-body,person-role,🧑‍🔬,🏽
🧑🏾‍🔬,"scientist: medium-dark skin tone",12.1,biologist|chemist|engineer|mathematician|medium-dark skin tone|physicist|scientist,person-people,people-body,person-role,🧑‍🔬,🏾
🧑🏿‍🔬,"scientist: dark skin tone",12.1,biologist|chemist|dark skin tone|engineer|mathematician|physicist|scientist,person-people,people-body,person-role,🧑‍🔬,🏿
👨‍🔬,"man scientist",4.0,biologist|chemist|engineer|man|mathematician|physicist|scientist,person-people,people-body,person-role,,
👨🏻‍🔬,"man scientist: light skin tone",4.0,biologist|chemist|engineer|light skin tone|man|mathematician|physicist|scientist,person-people,people-body,person-role,👨‍🔬,🏻
👨🏼‍🔬,"man scientist: medium-light skin tone",4.0,biologist|chemist|engineer|man|mathematician|medium-light skin tone|physicist|scientist,person-people,people-body,person-role,👨‍🔬,🏼
👨🏽‍🔬,"man scientist: medium skin tone",4.0,biologist|chemist|engineer|man|mathematician|medium skin tone|physicist|scientist,person-people,people-body,person-role,👨‍🔬,🏽
👨🏾‍🔬,"man scientist: medium-dark skin tone",4.0,biologist|chemist|engineer|man|mathematician|medium-dark skin tone|physicist|scientist,person-people,people-body,person-role,👨‍🔬,🏾
👨🏿‍🔬,"man scientist: dark skin tone",4.0,biologist|chemist|dark skin tone|engineer|man|mathematician|physicist|scientist,person-people,people-body,person-role,👨‍🔬,🏿
👩‍🔬,"woman scientist",4.0,biologist|chemist|engineer|mathematician|physicist|scientist|woman,person-people,people-body,person-role,,
👩🏻‍🔬,"woman scientist: light skin tone",4.0,biologist|chemist|engineer|light skin tone|mathematician|physicist|scientist|woman,person-people,people-body,person-role,👩‍🔬,🏻
👩🏼‍🔬,"woman scientist: medium-light skin tone",4.0,biologist|chemist|engineer|mathematician|medium-light skin tone|physicist|scientist|woman,person-people,people-body,person-role,👩‍🔬,🏼
👩🏽‍🔬,"woman scientist: medium skin tone",4.0,biologist|chemist|engineer|mathematician|medium skin tone|physicist|scientist|woman,person-people,people-body,person-role,👩‍🔬,🏽
👩🏾‍🔬,"woman scientist: medium-dark skin tone",4.0,biologist|chemist|engineer|mathematician|medium-dark skin tone|physicist|scientist|woman,person-people,people-body,person-role,👩‍🔬,🏾
👩🏿‍🔬,"woman scientist: dark skin tone",4.0,biologist|chemist|dark skin tone|engineer|mathematician|physicist|scientist|woman,person-people,people-body,person-role,👩‍🔬,🏿
🧑‍💻,"technologist",12.1,coder|computer|developer|inventor|software|technologist,person-people,people-body,person-role,,
🧑🏻‍💻,"technologist: light skin tone",12.1,coder|computer|developer|inventor|light skin tone|software|technologist,person-people,people-body,person-role,🧑‍💻,🏻
🧑🏼‍💻,"technologist: medium-light skin tone",12.1,coder|computer|developer|inventor|medium-light skin tone|software|technologist,person-people,people-body,person-role,🧑‍💻,🏼
🧑🏽‍💻,"technologist: medium skin tone",12.1,coder|computer|developer|inventor|medium skin tone|software|technologist,person-people,people-body,person-role,🧑‍💻,🏽
